entityid;cent_codigo;esce_codigo;plfi_codigo;iddistritoed;cent_nombre;cent_multigrado;cent_referencia
dabe886d-e9a5-4e32-8473-c52db5acb627;;0;0;0;No definido;False;0
20f7cacf-8f2e-4a74-bd33-50f8bf16d98f;16000114;1;4574;1;ESMIRNA;False;7428
7e6049b6-28ae-4883-8303-286a90583030;16000218;1;6803;1;HERNANDO GORJON;False;2334
8772861a-bb7d-4ca1-bd23-39f5944a4d76;16000221;1;6803;1;HERNANDO GORJON;False;7429
609f774b-d5c3-42ec-8114-ffe2b38a235f;16000248;1;6803;1;RADIO SANTA MARIA - HERNANDO GORJON;False;13578
5329dbda-2831-4207-acc0-e58e3041cae7;16000257;1;6803;1;HERNANDO GORJON - PREPARA;False;13557
8b12fed8-7c1c-4b2c-8e67-907669d516d2;16000416;1;1032;1;BIENVENIDO MORILLO;False;2335
6825e02c-bc6f-4770-946a-98117a03bbd4;16000614;1;6984;1;LUIS MEDRANO GONZALEZ;False;7430
54291a10-124a-4e15-b86e-23cd6c01446d;16000812;1;5924;1;BARRIO LAS MERCEDES;False;2336
90ea2f0e-5a80-4d30-bb4a-4f277f928720;16001015;1;7948;1;MERCEDES;LAS;False
0b37ffdb-ea68-47df-ae22-cbb2f6f96e48;16001119;1;348;1;COLONIA MENCIA;False;2338
d9582b3b-d112-4691-bc0a-d1b45a3d8f64;16001411;1;7251;1;ALTAGRACIA "A";LA;False
f2ba4886-333a-4ea0-b4d3-246f515a69a8;16001426;14;324;1;ALTAGRACIA "B";LA;False
27aab9d5-217d-4b94-92c2-dc56f1fd83ee;16001713;1;4587;1;COLONIA LOS ARROYOS;True;2341
3d4e6d6f-862c-4852-a1fc-03ade812ada8;16001911;1;7455;1;AVILA;False;2342
1c610f66-e6a8-4ffb-b939-056140f19c0a;16002010;1;4569;1;AGUAS NEGRAS;False;2343
e72c7373-dc93-49e1-9c41-83ec41c136d1;16002218;1;508;1;HIGO GRANDE;False;2344
102a8841-71ef-48a5-8fc9-22ee54b189fc;16002416;1;13997;1;BOHECHIO;False;7431
9e5883bf-bcb7-4bba-b7cc-34b3b6d97e3c;16002510;14;1612;1;GASTON FERNANDO DELIGNE;False;7432
36e7bf5f-852d-4151-ba28-897cdb3826c0;16002524;1;1612;1;GASTON FERNANDO DELIGNE;False;7433
4553d4ef-22e1-4cf5-a13a-be7509ee778f;16002533;1;1612;1;GASTON FERNANDO DELIGNE;False;2345
f5e92fff-ac73-4367-9e25-44ae6abee1cf;16002718;1;161;1;BUCARAL;False;2346
dc41ed8d-d074-4138-9a31-f593c9177182;16002916;14;3844;1;COLONIA JUANCHO;False;7434
8152f186-02b3-483e-9b59-d6acac2bb75c;16002920;1;3844;1;COLONIA JUANCHO;False;2347
cf579c5b-2077-4c90-869d-f61db25c09d6;16003119;1;7320;1;JUANCHO;False;2348
f4cf2959-baf9-4b4e-b4e2-588339aa20d9;16003213;14;7320;1;JUANCHO;False;2349
d83b7e82-f7f4-43cb-9a00-e1393bbb8462;16003227;1;7320;1;ANTONIO GUZMAN FERNANDEZ;False;7435
dbef4fc2-54c6-48f7-b895-ded0557309a4;16003411;1;7046;1;CAJUIL;EL;False
6a975bcf-1f3b-4a0f-9b64-2357c2d40c3a;16003515;1;2662;1;TRES CHARCOS;LOS;True
0192d6a0-3c5d-447a-b7d9-69dbb03493e8;16003713;1;512;1;MANUEL GOYA;True;2352
6547d1d1-f03f-431d-ba43-c473913c1f55;16004711;1;4337;1;SITIO NUEVO;False;2353
66d9b1d1-bcb3-4659-9fef-879d9ca1a82a;16005119;1;10448;1;FUNDACION EDUCATIVA SUE�O INFANTIL DE PEDERNALES;True;7436
24a6a3df-0287-4779-825d-3e717d01e34e;16005216;1;9028;1;LUIS EMILIO PEREZ MENDEZ;False;12097
2f27cbcd-7666-4446-bcbc-cf193634acd0;16005315;1;6984;1;PASTOR ROBERTO MENDEZ PROF.;False;13923
9d40cc13-ff8b-4413-9010-51da1b686c5a;22001314;1;4490;10;HIGUERITO - ADULTOS;True;8135
fc1fcecc-eec1-4ae8-a990-70c8f68a2b56;22001418;1;3942;10;HIGUERITO;True;3279
f231b6ab-c16f-45de-be4a-090efb013694;22003012;1;1073;10;CARCEL PUBLICA;False;8139
ffa09a12-0c50-4847-89b9-164ccedc2d40;22003116;14;6187;10;FIOR D ALIZA NAUT;False;8140
709796d2-597c-4857-896d-8eb6c9a4d60c;22003120;14;6187;10;FIOR D ALIZA NAUT;False;8141
90c55a2f-20ce-42fe-9fe3-112a956908a9;22003418;1;6557;10;ENRIQUILLO;False;8142
2f153e79-2b34-45e4-88c0-66c81d4b6e6f;22003512;1;6557;10;ENRIQUILLO;False;3283
12a03a2c-defb-4c4e-98b9-6602b21577d4;22003616;1;2709;10;PROF. JUANA MARIA VARGAS - LAS CABIRMA;False;3284
b01622bd-f6f2-4eac-b733-243a601e9be1;22003625;1;2709;10;LA CABIRMA;False;8143
019b7957-b384-4818-b1ed-3e41ffda84a0;22005710;1;5152;10;PROF. ANA ANTONIA DE LOS SANTOS - LA GALLERA;False;3286
979e8327-71d0-403b-a12d-634c62bac766;22005918;1;4440;10;PROF. MARIA DOLORES DINI CAPELLAN - LAS DOS ZANJAS;True;3287
0bc42c7b-e7ac-462e-a8fb-fe8f750d511d;22006111;14;7964;10;BUENA VISTA;True;3288
348f29c5-0acb-4767-b8e0-26fb0e0dc6aa;22006319;1;6592;10;RINCONES DE LA JAGUA;True;3290
3b96a081-efd9-4b9c-b3fa-e3c67732e49d;22006413;1;7185;10;JOSE ALTAGRACIA SANCHEZ - BARRANCA;False;3291
e35d9d30-b716-4700-8d33-3367217deb46;22006442;1;7185;10;ENEMENCIO ADAMES - TV - CENTRO BARRANCA;False;8153
388b7214-0f16-489d-805d-9df00b3cf3ad;22006517;1;7529;10;CARLOS MANUEL BOCIO - MAGUEYAL;True;3292
fdab1c44-c751-461b-9fda-d04522e406ae;22006611;1;5384;10;ENEALIO DE LA ROSA CUELLO - CHALONA;True;3293
640a877d-ca68-43f0-929d-9f90470c1f90;22006819;1;5996;10;LOS DANNIFICADOS;False;3294
c8665d62-caa0-475e-a16b-57e10bdc0410;22006822;1;5996;10;LOS DANNIFICADOS - ADULTOS;False;8154
0ee3282a-93de-428f-823f-9317fc127163;22008215;1;5295;10;ASIENTO LUISA;True;3299
4d11370b-30f8-42e9-8471-32b0aa3b3ecb;22008319;1;8781;10;LOS PORTUGUESES;True;3300
84109ed3-d125-4bfc-8bd8-f786aad37530;22008413;1;6163;10;PROSPERO VILLEGAS TEJEDA - EL CAJUIL;True;3301
b4312a8f-0b03-4e44-80eb-9c22980157e9;22008517;1;197;10;FLORENTINO TEJEDA - LA HIGUERA;True;3302
d350c200-7b87-435f-8c39-71a062f47a7a;22008611;1;4993;10;ALEJANDRO DE LOS SANTOS PANIAGUA;PROF. - HATO DEL PADRE;False
aebfae88-0828-46da-bf1b-595414221f29;22008715;1;8121;10;JUAN ESTEBAN SUERO REYES;PROF.  - EL CIRUELO;False
e9c73912-ba2d-43a8-b812-857cea7b758e;22008819;1;4322;10;FAUSTINA OGANDO PI�A PROF. - BARRIO NUEVO;False;3305
63232f8e-68ff-48db-9c0a-0b77f992b7b4;22008913;1;8183;10;EL CORBANO;False;3306
8f0677e1-e877-418a-aa0e-62bef8620f72;22008927;1;8183;10;RADIO SANTA MARIA - EL CORBANO;True;8156
f28cd433-5744-42be-ac2e-82442b99ac02;22008954;1;8183;10;EL CORBANO - ADULTOS;False;8157
7728f776-669d-40f1-b9a7-cbd1d91ccd1a;22008964;1;8183;10;EL CORBANO - NOCTURNO;False;8158
d24583aa-38f9-42ed-9b50-c55c0ca3bc46;22008973;1;8183;10;EL CORBANO - PREPARA;False;10031
b86a115c-edb9-46e0-9ff8-daf7c8ae4823;22009210;1;1165;10;JULIAN VARGAS -  EL AROMAL;False;3307
3d458939-4ea2-4a2a-af6c-45da737b2758;22009314;1;8362;10;JORGE DIAZ BELLO - LA URQUITA;True;3308
423b223f-e77c-4c3f-bf11-4b4adcb06321;22009418;1;5950;10;MAGUANA ABAJO;False;3309
618ac9b2-3039-4df9-8314-55d0f53e40f5;22009421;1;5950;10;MAGUANA ABAJO;False;8159
bd0857e7-c46d-4a0c-a4e3-d5e7f12740a1;22009616;1;3153;10;JOSE ALTAGRACIA MATEO LUCIANO;PROF. - MAGUANA ARRIBA;False
90632baa-7782-43d5-b5f5-9492e33a7a15;22010013;1;352;10;MARINO MEDINA - LA CANA;True;3311
6b1d8071-0181-48b7-8f15-1b80d59b9134;22010117;1;2314;10;EDALIO BAEZ MERAN - CARPINTERO;False;3312
1cd4c3a1-4d2e-4f9b-8635-4287b175b0db;22010211;1;6212;10;HECTOR FRANCISCO LOPEZ - HATO NUEVO;False;3313
59cf42ad-21a1-49ee-bc82-0ad7b54fb91b;22010315;1;6304;10;ARROYOS;LOS;False
5efdcbe7-7d03-460f-8b49-486678242c6f;22010419;1;1831;10;MARCINIANO GARCIA - LOS VALLECITOS;True;3315
e6aeb110-02f1-43be-aced-831d99bda60a;22010513;1;3094;10;DENNY AQUINO HERRERA - LOS RINCONES;True;3316
95637371-5df8-4c6c-acf8-d8d0238596fb;22010617;1;5749;10;JOSE INOCENCIO FAMILIA AGRAMONTE - GUAYABO DULCE;True;3317
2afb5158-8c63-40b0-9ab8-236875ffbc5d;22010711;1;2695;10;ALEJANDRO BAEZ;PROF.  - LA JAGUA;False
32897d69-92a5-4c88-9b22-357b1239f348;22010815;1;2545;10;HATICO DEL GUANAL;False;3319
f328de05-7a7a-4f12-8313-0ef2ae0ffe67;22010825;1;2545;10;TV - CENTRO EL HATICO;False;8160
70d7ad0e-4eae-4019-87fe-09a133cb9bc7;22010919;1;100;10;LEONIDAS CASTILLO;PROF. - LA ISLETA;True
b91a6eda-b250-40ee-97d1-a3c4fc305756;22011112;1;4271;10;GUAYABAL;True;3321
b46f91aa-94c8-40bd-83f0-5afb3240d6bb;22011216;1;1560;10;ARTEMIO OGANDO - PALO QUEMADO;True;3322
6bf4ce25-9529-46d1-9ab4-9857cbdfdcce;22012315;14;4937;10;LAS CHARCAS DE MARIA NOVA (UNIFICA EN CODIGO 03330);False;8163
a9200b00-e3ff-4cd7-a5d3-f9123132758c;22012328;1;4937;10;LAS CHARCAS DE MARIA NOVA - VESPERTINO;False;8164
9f312739-f3c5-4a2e-a26f-651df2c4faf8;22012337;1;4937;10;LAS CHARCAS DE MARIA NOVA;False;3330
5f857b39-67a6-4666-86f8-4fecb520310c;22012513;14;6386;10;PEDRO MARTIN;True;3331
466773eb-fcf5-4e3d-8cc3-aedcd1084b5f;22012617;1;2500;10;LOMA DE BABOR;False;3332
dd9f4cc9-2064-4704-902a-358f41a6a9b8;22012711;1;5955;10;DESIDERIO MORILLO OGANDO - MABRIGIDA;True;3333
9aa346f4-cc26-4ea7-ab15-329d5692d68a;22013310;1;4490;10;HIGUERITO;False;3337
1f979f6e-d0b2-4133-b24e-9a15471a9f75;22014315;1;6062;10;ADRIANA MARIA GUILLU VIUDA SUAZO;False;3343
f3620dbd-51e5-4609-84be-45c360fe35fb;22014422;1;6062;10;PEDRO CORTO;False;8165
b3ecdfd8-ab16-4833-9c91-04513f7159fe;22014815;1;4338;10;JOVAYAL;True;8166
2a7f93b0-b4ce-4748-bebf-b7b17f2654d4;22014821;1;4338;10;IDALIANA RODRIGUEZ - JOBAYAL;True;3344
079fffdc-edd4-45dc-a50c-6958f1fe5378;22014919;1;5233;10;NICOLAS SANCHEZ -  LA CEIBA;False;3345
7f7d62ae-8c38-455d-be8a-24184884cf2f;22015018;1;5805;10;COLUMNA ARRIBA;False;3346
3ff56c93-114d-41fd-9d65-8d6d5b6b2260;22015112;1;7370;10;PUNTA CA�A;False;3347
ad816a12-cac5-4fef-b66d-13dea30be93b;22015136;1;7370;10;TVCENTRO PUNTA CA�A;False;8167
6c0cc8f3-9165-4db1-a2e3-81c9987a0d1f;22015216;1;3127;10;BABOR;False;3348
999a1ee3-1f81-451f-86fd-77f51853cdbc;22016617;1;7790;10;PALERO;EL;True
e15b20a5-9d3d-4245-aa80-9bf91e1e27e0;22017112;1;5562;10;TRINIDAD SANCHEZ - LA CIENEGA VIEJA;True;3361
9ac03038-de42-4ee4-81b2-b1f715c1b1d6;22017216;1;6004;10;FRANCISCO ROMERO - PALO DE VIENTO;True;8171
77e5fc3c-217a-4eee-96c0-7782395dd7eb;22017224;14;6004;10;PALO DE VIENTO (UNIFICADO EN CODIGO 08171);True;3362
84bf6886-11a1-4352-89f2-5503406021e9;22017310;1;3507;10;BOCA DE ARROYO;True;3363
04350ff7-f7f1-48c8-817b-f5215fb6b7c7;22017518;1;2300;10;YAYAL;EL;True
8cfee2c0-acbf-4c75-923c-2c3ea89815d5;22017612;1;1180;10;PEDRO DEL CARMEN SANCHEZ PROF. - HOYO PRIETO;True;3365
3b9d9c0a-c357-48e4-81a3-3727eefa63dc;22017716;1;3556;10;GAJITOS;LOS;True
71729a64-27d2-4e7d-85f9-f30a9bbed919;22017810;1;6693;10;FELICITA RAMIREZ - EL INGENITO;True;3367
5978b7ee-5ce3-4c6a-9ab0-6684375d970b;22018013;1;6137;10;CA�ITAS;LAS;True
b6de4301-6f7f-400f-b621-a53681f7da54;22018117;1;2008;10;SAN VICENTE Y LAS GRANADINAS;False;3369
c2e7f448-56ed-4c2c-adec-f61081263045;22024311;1;6184;10;LEONIDAS DEL CARMEN SANCHEZ - JUAN DE HERRERA;False;3414
86f24e73-6e4b-4501-a0bc-3c9fa2909f3b;22024324;1;1874;10;JUAN DE HERRERA;False;8186
4df2ec57-32f8-4f08-8648-eb380101fdb6;22024334;1;6184;10;ALFALIT DOMINICANA - JUAN DE HERRERA;False;8187
f3312527-1310-410b-9c2b-2e1b3c12c58b;22024343;1;6184;10;LEONIDAS DEL CARMEN SANCHEZ - JUAN DE HERRERA - ADULTOS;False;8188
2ca69071-cd8b-4731-9994-13e1334e8034;22024370;14;6184;10;LEONIDAS DEL CARMEN SANCHEZ - JUAN DE HERRERA (UNIFICADO EN 03414);False;8189
8dc38e08-e5d7-45f8-8510-0600c38c2e04;22024389;1;6184;10;JUAN DE HERRERA - NOCTURNO;False;8190
a5b9285b-2a4e-4605-a2fe-70379d3e3fc0;22024613;1;5238;10;SATURNINO TERRERO URENA - LOS JAQUIMEYES;False;3415
acdb93bd-3475-4203-b4b3-acd689c9f357;22024717;1;8588;10;LUIS EMILIO CORDERO BATISTA - CORBANAL;False;3416
9a787a07-5e2b-4733-8875-1f38054753e6;22024811;14;6035;10;PASATIEMPO (UNIFICADO EN CODIGO 03417);True;8191
9b387bb7-8ead-487a-a1ec-6fc879d6a32e;22024820;1;6035;10;GUMERSINDO VALENZUELA - PASATIEMPO;True;3417
a7375ef7-1d04-4a8b-bd41-1eb6f9ff0480;22024915;1;7575;10;LUIS MORDAN PROF. - GUAZUMAL;False;3418
7228092d-d2a2-4352-a52e-85138d139e86;22024939;1;7575;10;PROF. LUIS MORDAN - TV CENTRO GUAZUMAL;False;8192
de626297-2d5d-491a-a361-810a55791b3f;22025014;1;8067;10;JUAN BARTOLO MORA GARCIA - LOS CAPACES;True;3419
88003f28-891f-4613-93f9-d4eb4fa4ab38;22025118;1;6138;10;AUDELENCIA BRITO BELTRES;PROF. - EL COCO;True
bbb66f1f-4e68-4b8d-8bbf-a43b2d22c1fb;22025316;1;2216;10;COLONIA ANACAONA;False;3421
fe34622e-4c03-42b4-b583-98f0e5d99150;22025514;1;4904;10;JUAN BAUTISTA SANCHEZ - DORMIDERO;False;3422
030dcec1-16ee-4599-8714-dca2a8b6725b;22025618;1;7395;10;CONOJO;True;3423
06f6e93d-8bc2-4cbd-bbd1-4a9c98d721e3;22025712;1;8333;10;ARISTIDES MATEO MATEO PROF. - JINOVA;False;3424
f6733ab9-577e-4b9e-9e67-a667ebb22a51;22025816;1;3161;10;MILAGROS RODRIGUEZ SANCHEZ - CANAFISTOL;False;3425
31f3bca4-c82f-48f5-98d6-fd912bafd1fb;22025910;1;5919;10;MAMERTO ANDUJAR - LA MESETA;True;3426
1e38a10a-77a8-421a-8a06-2ff80a21f7a5;22026019;1;8486;10;HOYO;EL;True
68d10354-3381-4241-9c77-baca29ee6077;22026113;14;134;10;JOSE ANTONIO MATEO DE LA ROSA - SOSA (UNIFICADO EN CODIGO 03428);True;8193
46f08eb2-7c3e-44b9-8ad3-828c31554328;22026125;1;134;10;JOSE ANTONIO MATEO DE LA ROSA - SOSA;False;3428
bd2dc8fa-1881-4f7a-b309-df28b29e9b6c;22026311;1;1142;10;ISAIAS MONTERO - LOS VALLESTERO;True;3430
929c9a16-b7d9-4e2f-840b-2c8ce5d52103;22026415;1;5581;10;ALEJANDRO CORDERO - LOMA VERDE;True;3431
12570473-7f7f-4c75-b67b-7b1591cc8e0c;22026519;1;8171;10;RAQUEL AMADOR RAMIREZ - LOS MONTONES;True;3432
e4b86589-c8d5-43b4-8195-b4f1f0ab60a1;22050812;1;8757;10;CENTROS APEC DE EDUCACION A DISTANCIA SAN JUAN;False;8212
a3ca5b85-1fc4-4add-a1b4-0fb291f08764;22051118;1;8157;10;ERNESTO CAAMANO;PROF. - MAGUANA EN MEDIO;True
96d38f40-e91f-4581-aaab-683ec66d5785;22051811;1;8447;10;RUBIA;LA;False
da86093b-6e66-4924-9bb6-c32217c7a3f4;22051910;1;1925;10;SABANETA;False;8216
820cc0aa-5485-45c2-a971-ed176822c14d;22052018;1;4993;10;PROF. ALEJANDRO DE LOS SANTOS PANIAGUA - TV - CENTRO HATO DEL PADRE;False;8217
47181583-3510-4e4c-b1c1-47aeb684d47d;22052612;1;1726;10;TRINIDAD Y TOBAGO;False;3513
167f1675-d90e-436a-a41a-23e5b93045ce;22052621;14;1726;10;TRINIDAD Y TOBAGO (UNIFCADO EN CODIGO 03513);False;8222
590999f1-ea8a-4148-bd94-c4e587aea38a;22052720;1;1510;10;PINA;LA;True
d94eefae-ec52-4c52-a419-6d5b045e9dda;22053215;1;4918;10;JINOVA;False;8224
b5a6ac5e-790e-47cc-80ef-2bc0f7d3c164;22054115;1;2352;10;NARANJOS;LOS;False
c78331d4-8ce3-42ec-9d0e-a349e7e1c1d9;22055213;1;7578;10;ANGEL RAMIREZ CABRAL - LAS CARRERAS;True;3521
883e1e51-bbd0-487e-82a7-cf219036bf25;22055312;1;5313;10;AUGUSTO VILASECA - LOS SANTILES;True;3522
b7742203-0cf8-43c0-891e-54011c251834;22055510;1;2488;10;LIMA;LA;True
fe282308-3c34-4a8c-ac5e-dc2843ba8467;22055619;1;6375;10;FRANCISCO JAVIER SUERO - LA SABANA;True;3524
2901f320-b16a-4188-9ec3-d018c90b1293;22056319;1;3214;10;CLUB ROTARIO MAGUANA;False;8230
addc41b1-e820-4bf4-9eec-053c91dddf47;22056320;14;3214;10;CLUB ROTARIO MAGUANA (UNIFICADO EN CODIGO 08230);True;3528
841eca96-7bf1-44c1-9a9d-3e7a23b2fded;22056410;1;4672;10;LOS FUNDOS;True;8231
c517ebcc-6ac2-4b0a-a0e5-7f95d230a1ca;22056429;14;4672;10;FUNDOS;LOS (UNIFICADO EN CODIGO 08231);True
082a250f-623e-4458-9881-a82193dcc023;22056510;1;5767;10;JUSTINA DE LEON MONTILLA - PERPETUO SOCORRO;False;3530
fbeab40d-6067-4c7e-9235-1b5d9fb5550e;22056817;1;5859;10;SABANA DE LOS DELGADOS;True;3532
4b72fa4d-0fee-42fe-a914-cc9e2096a083;22056916;1;2664;10;ESCUELA NACIONAL DE SORDOMUDOS SAN JUAN;EXT. 12;True
373dd7c5-0c41-41ed-b718-5c49382a113f;22056925;1;2664;10;FREDIRY SOLIS MARTINEZ - ESCUELA NACIONAL DE SORDO;True;8233
8b1e3fca-e05b-44fc-9912-b480791605e1;22057519;1;4102;10;TV - CENTRO RAMON MARIA MATEO LEDESMA;False;8238
f3aa8546-ad1e-4641-9938-77156804d898;22058419;1;13491;10;SAN MIGUEL FE Y ALEGRIA;False;13351
10217927-7339-4eec-b722-4321aa6f1e28;N0017248;14;1510;10;LA PINA (UNIFICADO EN CODIGO 03514);False;4879
eea5ae5c-9af8-461c-8e20-0fa66dba1280;;1;14075;10;AVENTURA;False;13934
6f34bfcf-10a3-48b8-91be-2d568a4abfe2;;1;13491;10;SAN MIGUEL FE Y ALEGRIA;False;13936
77766928-e905-42f7-b56b-a61ec07f52bb;;8;13629;10;MONSE�OR TOMAS F. REILLY;False;13531
fa7c4a01-e4ad-4318-873d-af6b673fe3f5;3000322;1;208;100;MANUEL DE JESUS GALVAN;False;6414
0a0bca0e-1923-459d-91d7-52a06b5a0d01;3000331;1;208;100;CENTROS APEC DE EDUCACION A DISTANCIA - NEYBA;False;6415
a3886fbb-c2f9-4aaa-97d5-710fbf55e4e6;3000332;1;208;100;CENTRO PREPARA NEYBA;False;12841
d1bd0d45-23e8-4139-9d02-8af4d101eb0a;3000611;1;285;100;JUAN BOSCH PROF- PUERTO PLATA;False;568
24f2194a-da6e-4cb9-a105-bf265714061c;3000624;1;285;100;PUERTO PLATA;False;6416
12bd4d1c-b145-43b8-849c-a706d8789c9b;3000819;1;2997;100;MARIA TRINIDAD SANCHEZ - EL TEJAL;False;569
78120556-8e95-4403-b750-dc86c721300e;3000827;1;2997;100;MARIA TRINIDAD SANCHEZ - EL TEJAL;False;6417
8e82b28d-8b1c-4d5c-b801-551dc45c5a71;3000913;1;1;100;CANDELARIO FLORIAN - EL TANQUE;False;570
d6619d05-268b-4fc3-b8f6-fbaae61cf347;3001012;1;3025;100;ADELCIDA LUZ PEREZ DE RECIO;False;6418
530efc41-5aae-40a0-bb64-b27d66afda5a;3001116;1;8360;100;ARZOBISPO VALERA;False;6419
1827ff9b-8f58-4f64-955c-7a7c0503f5f6;3001129;1;8360;100;ARZOBISPO VALERA;False;571
339d190e-c06d-4e4e-a945-bdfd30835bc4;3001616;1;3344;100;JOHN ABRAHAM;False;572
c46af6fc-cccd-4282-a778-8e57a92a90c3;3002017;1;2997;100;MARIA TRINIDAD SANCHEZ - EL TEJAL;False;10464
88b8b326-09ff-4aa7-94d0-8f336bc44a55;3002111;1;6522;100;APOLINAR PERDOMO;False;573
2893ccf7-b8d2-4378-a750-b1b875bbc647;3002413;1;3275;100;IRENE MEDINA FERRERAS - LOS DOS BRAZOS;True;574
0a35f925-bd1d-4e29-bfb6-066b5179b418;3002517;1;2361;100;MINERVA ARGENTINA  MIRABAL -EL COPEY;False;6420
444ae2db-8484-4f02-8d1a-201296aae56c;3002528;1;2361;100;MINERVA ARGENTINA  MIRABAL -EL COPEY;False;575
a0e7639f-ace2-489b-9696-0eaefc06049a;3002611;1;2130;100;ANGEL BOLIVAR PE�A VARGAS - AGAPITO;True;576
a1035819-9707-4392-b129-15f46099eabf;3002715;1;3888;100;MARIA TERESA MIRABAL - LOS HOYITOS;False;577
c4b62cf3-c96f-4b82-8ac7-8f0cd0cd24ce;3002819;1;6814;100;FRANCISCO DEL ROSARIO SANCHEZ - LOS ROAS;True;578
ce0dba1a-83fa-4188-b205-a5cb911fd4f7;3002913;1;2633;100;SOR JUANA INES DE LA CRUZ - EL BOTAO;True;579
6d8b6da9-f969-4b0d-ace8-a0c8c99c3600;3003116;1;2646;100;PAULINA MENDEZ HERASME PROF. -  EL ESTERO;False;580
b664909b-5d34-4175-b213-dedd56137d22;3003314;1;4802;100;PETRONILA CUEVAS VARGAS - CACHON SECO;False;581
3c23d13c-08aa-493e-a6ab-26c3e3504227;3004319;1;4204;100;ANGEL VASQUEZ MORILLO - RANCHO VIEJO;True;586
97839b43-e741-47c5-be2a-506574c56db5;3004413;1;1734;100;ANGUSTIO DIAZ - EL AGUACATE;False;6421
1df658f5-e81c-4882-ba32-14ddfc547774;3004427;1;4681;100;PEDRO MIR - EL MANGUITO;False;6422
15ae8efd-8648-4386-8b1c-d40eb6987a96;3004436;1;1734;100;ANGUSTIO DIAZ - EL  AGUACATE;False;6423
089f8d07-8fe7-43b5-8cff-8e206ff4f4ae;3004517;1;170;100;ISSAIAS MENDEZ MENDEZ - LA REGADERA;True;587
05fbcad6-52e3-4893-9b55-5d88e35b38cc;3004715;1;1147;100;OCTAVIO VASQUEZ GONZALEZ PROF. - LOS GUINEOS;True;588
78950b3d-4524-4e45-a158-0c3cb9e4434a;3004913;1;938;100;SECUNDINO MENDEZ - LOS SEGUNDOS;True;589
17b88d67-c80b-4c87-ab1f-a3be57fb238f;3005012;1;3033;100;PEDRO FLORIAN -  LA TALA;True;590
6969acaf-4561-4752-9798-f542abfeec77;3005210;1;1480;100;ULISES FRANCISCO ESPAILLAT - EL POZO;True;591
7707698e-e9b5-45d4-9790-05181d25e5fc;3005314;1;5959;100;PATRIA MERCEDES MIRABAL - LAS PETACAS;True;592
24d6553c-70c4-49d6-9e78-7afe3febb1ea;3005512;1;4782;100;ADRIANA HERASME DE MENDEZ - PLAZA CACIQUE;False;594
b0c760da-50cc-4240-81b7-e07d8d1a1fb5;3005525;1;4782;100;ADRIANA HERASME DE MENDEZ - PLAZA CACIQUE;False;6424
3f1af3c8-e581-4256-8b6f-df7b4e64d5dd;3005616;1;7858;100;FERNANDO TAVERA - GALVAN (LICEO);False;6425
627832d3-6d36-4eeb-bd5a-1d15c8997736;3005624;1;7858;100;FERNANDO TAVERA - GALVAN (LICEO);False;6426
99deebe5-c215-49b8-bb17-4a148fdc8926;3005634;1;7858;100;CENTRO PREPARA GALVAN;False;12859
696a350a-414a-4cc1-8c17-9d4617b05a84;3005918;1;238;100;OFELIA MEDINA CAYO - GALVAN;False;595
fe73fea5-4239-4dcf-a8c3-18a0d101190d;3005921;1;238;100;OFELIA MEDINA CAYO - GALVAN;True;6427
25fc853f-9716-4c24-bee3-b9e375b7d013;3006319;1;7795;100;ULPINA GONZALEZ MENDEZ PROF - EL MAMON;False;596
45d20253-df3a-4009-b133-f4c5decbb45a;3006322;1;7795;100;ULPINA GONZALEZ MENDEZ - EL MAMON;False;6428
3017caa2-0d7a-4c9e-bf0f-2f490338800e;3006517;1;4056;100;JULIA JIMENEZ CRISTO - PLACER BONITO;False;597
dca9473d-1e0c-4d47-af83-d59a37ec9be9;3006715;1;4915;100;MARIA DE LOS SANTOS PEREZ  - MUERTO SENTADO;True;598
e6597c29-b01c-4c99-b336-2217194de3eb;3006819;1;6551;100;PAGANEL JIMENEZ JIMENEZ - EL MILLO;False;599
2b865df2-a012-41dd-a4ef-2821fba5beb0;3007116;1;5753;100;JOSE NU�EZ DE CACERES - LAS SABILAS;True;600
d9d009f9-dace-4bee-bdd1-d7fc4fb7f2a4;3007210;1;8482;100;JOSE FRANCISCO PE�A GOMEZ - CERRO AL MEDIO;False;601
b946e1d6-cc66-4476-8b0b-787412b920e7;3007226;1;8482;100;CERRO AL MEDIO NOCTURNO;False;11842
e233cbe4-54e9-452e-b140-4164ea41d2a0;3007418;1;3525;100;PALMA REAL- BOCA DE PALMAR;False;602
e56c563f-0449-4d9e-8255-822bd2e73b8d;3007512;1;3211;100;13 DE MARZO - EL RODEO;False;603
5fed2500-23ee-4e4b-9e27-af9f6333c780;3007710;1;4117;100;FUENTE DEL RODEO - BATEICITO;True;604
46aa502e-684f-43bd-8267-b98ebfc2d686;3007918;1;4558;100;ADELCIDA PE�A MENDEZ - EL SALADO;False;605
99848fd8-3a0f-412b-ae6a-7c0b647e1d60;3007929;1;4558;100;ADELCIDA PE�A MENDEZ - EL SALADO;False;6429
a6b02755-ade9-4357-b258-388ed7dea3b0;3008111;1;1018;100;ROBERTINA MONTERO MORETA - LAS TEJAS;False;606
0eac45a8-8691-4aa9-acb4-b8e78e88dd67;3008319;1;8457;100;JULIO PEREZ - CABIRMAL;False;607
