entityid,codigo,nombreplantafisica,regional,distrito,provincia,municipio,distritomunicipal,seccionmunicipal,barrios,direccion,latitud,longitud,cantidadcentros,matriculamatutina,matriculavespertina,matriculanocturna,matriculacompleta,matriculasemipre
2af32b54-b8f3-40d4-ba06-c7cbce07d695,29013410,ALFONSO DE LOS SANTOS - MATASECO,17-MONTE PLATA,1704-SABANA GRANDE DE BOYA,MONTE PLATA,SABANA GRANDE DE BOY�,SABANA GRANDE DE BOY�,CABEZA DE TORO,MATASECO,MATASECO ALFONSO DE LOS SANTOS - MATASECO,18.905149690553582,-69.816334247589111,1,,22,,,
6b5c7908-bc59-4c58-ac89-5779a132333c,14014416,ALFONZO RODRIGUEZ - POZO HONDO,14-NAGUA,1402-CABRERA,MARIA TRINIDAD SANCHEZ,CABRERA,LA ENTRADA (D. M.),LA CAPILLA,POZO HONDO,POZO HON ALFONZO RODRIGUEZ - POZO HONDO,19.586409314392426,-69.929869472980499,1,16,13,,,
c63ae924-e890-42cb-b049-828acc7ec663,18016616,ALFREDO CABRERA PROF. - EL HIGUERO,11-PUERTO PLATA,1105-ALTAMIRA,PUERTO PLATA,ALTAMIRA,ALTAMIRA,HIG�ERO,HIG�ERO,HIGUERO  ALFREDO CABRERA PROF. - EL HIGUERO,19.687283623031888,-70.855990648269653,1,13,,,,
f48199c9-919c-4fc1-9354-47c952c9a0e7,14014510,ALFREDO GONZALES - POZO AMARILLO,14-NAGUA,1402-CABRERA,MARIA TRINIDAD SANCHEZ,CABRERA,LA ENTRADA (D. M.),CA�O AZUL COLORADO,POZO AMARILLO,POZO AMA ALFREDO GONZALES - POZO AMARILLO,19.578186219311668,-69.911729693412781,1,10,16,,,
9bd8f7f0-405d-46dd-a665-0b1958122be1,20260812,ALFREDO PE�A CASTILLO - TV - CENTRO LAS GALERAS,14-NAGUA,1404-SAMANA,SAMANA,SAMAN�,LAS GALERAS (D. M.),LAS GALERAS (ZONA URBANA),LAS GALERAS,MARIA TRINIDAD SANCHEZ #1,19.279585000000001,-69.199528999999998,1,300,,,,
e459f9cd-ca68-41cd-861d-8d685ee77722,18010911,ALIC -PROV.- (OCUPA P-F C/P 07546),11-PUERTO PLATA,1102-PUERTO PLATA,PUERTO PLATA,PUERTO PLATA,PUERTO PLATA,SAN FELIPE DE PUERTO PLATA (ZONA URBANA),CODETEL,,19.784607999999999,-70.667769000000007,1,,420,,,
1f343116-4a5c-40bb-80b2-2016aba01fda,7014317,ALIFONSO MARTINEZ - RINCON,02-SAN JUAN DE LA MAGUANA,0202-PEDRO SANTANA,ELIAS PI�A,PEDRO SANTANA,R�O LIMPIO (D. M.),BILLIGU�N,RINC�N,RINCON   ALIFONSO MARTINEZ - RINCON,19.178469861113111,-71.53971791267395,1,7,17,,,
e3654e47-cbb0-4a37-ba37-037bcc49f50a,17011811,ALIRO PAULINO,03-AZUA,0304-BANI,PERAVIA,NIZAO,NIZAO,NIZAO (ZONA URBANA),CENTRO DEL PUEBLO,C./GASTO ALIRO PAULINO,18.246781103788145,-70.206563472747803,3,607,558,109,,83
45c40ddf-972b-4425-ae63-c614c0d7a701,17011824,ALIRO PAULINO,03-AZUA,0304-BANI,PERAVIA,NIZAO,NIZAO,NIZAO (ZONA URBANA),CENTRO DEL PUEBLO,FRANCISC ALIRO PAULINO,18.249542397047932,-70.213529169559479,1,454,475,,,
e71c50bc-9b80-4e57-8abc-a2fb852ec195,1119415,ALMA ROSA CHOTHEN - SAVICA DE ALMA ROSA,10-SANTO DOMINGO,1004-SANTO DOMINGO ORIENTAL,SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE (ZONA URBANA),VILLA FARO,C/ P # 1 ALMA ROSA CHOTHEN - SAVICA DE ALMA ROSA,18.491107120700658,-69.836448132991791,1,373,345,,,
c08cee42-cd34-489d-ba91-82e7206827b8,16001411,ALTAGRACIA "A"  LA,01-BARAHONA,0101-PEDERNALES,PEDERNALES,PEDERNALES,JOS� FRANCISCO PE�A G�MEZ (D. M.),MENC�A,COLONIA MENC�A,LA ALTAG ALTAGRACIA "A"  LA,18.188844975606315,-71.72611266374588,1,,,,169,
b04e641f-064f-42d2-aa61-5f8658b5787a,1038019,ALTAGRACIA AMELIA RICART CALVENTI,15-SANTO DOMINGO,1503-SANTO DOMINGO SURCENTRAL,DISTRITO NACIONAL,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N,SANTO DOMINGO DE GUZM�N (ZONA URBANA),CIUDAD UNIVERSITARIA,MODESTO  ALTAGRACIA AMELIA RICART CALVENTI,18.458302528210499,-69.921696782112093,2,704,565,,,
0237bec5-6984-4da9-a981-c316a9b98501,2012317,ALTAGRACIA BENITEZ,03-AZUA,0301-AZUA,AZUA,AZUA,LAS BAR�AS-LA ESTANCIA (D.M.),LAS BAR�AS-LA ESTANCIA (ZONA URBANA),LA ESTANCIA,PRINCIPA ALTAGRACIA BENITEZ,18.424763877576627,-70.787106156349182,2,296,226,45,,
a27228f9-ac16-4448-8b08-950af1825b8f,10005413,ALTAGRACIA BIENVENIDA PE�A PROF. - LOS PINOS DEL E,18-BAHORUCO,1804-JIMANI,INDEPENDENCIA,LA DESCUBIERTA,LA DESCUBIERTA,LOS PINOS,LOS PINOS DEL ED�N,PINOS DE ALTAGRACIA BIENVENIDA PE�A PROF. - LOS PINOS DEL E,18.601535655470528,-71.770613193511963,1,29,52,,,
5790a814-d747-4367-b906-d60ff11d2a04,4022819,ALTAGRACIA CASANDRA DAMIRON SANTANA - FONDO NEGRO,18-BAHORUCO,1802-TAMAYO,BARAHONA,VICENTE NOBLE,FONDO NEGRO (D. M.),FONDO NEGRO (ZONA URBANA),FONDO NEGRO,FONDO NE ALTAGRACIA CASANDRA DAMIRON SANTANA - FONDO NEGRO,18.436107854565552,-71.108885407447815,3,271,362,67,,
3a1f1e6f-7052-4a7b-9df4-d767db80ca33,1163717,ALTAGRACIA CLARIS PROF. - MAL NOMBRE,10-SANTO DOMINGO,1002-SABANA PERDIDA,SANTO DOMINGO,SANTO DOMINGO NORTE,LA VICTORIA (D. M.),MAL NOMBRE,MAL NOMBRE,MAL NOMB ALTAGRACIA CLARIS PROF. - MAL NOMBRE,18.5979233071964,-69.912496805190997,1,148,162,,,
7050ec9b-2d6b-42aa-8324-b01deb09d572,2053910,ALTAGRACIA CONCEPCION - EL LIBERTADOR,03-AZUA,0301-AZUA,AZUA,AZUA,AZUA,AZUA DE COMPOSTELA (ZONA URBANA),SAVICA,MIGUEL A ALTAGRACIA CONCEPCION - EL LIBERTADOR,18.443977966683832,-70.734044015407562,1,,,,260,
0224dfa7-180b-424a-9aef-3e84969c019c,10009111,ALTAGRACIA CUEVAS PROF. - BATEY # 8,18-BAHORUCO,1805-DUVERGE,INDEPENDENCIA,CRIST�BAL,BATEY 8 (D. M.),BATEY 8 (ZONA URBANA),BATEY 8,BATEY 8  ALTAGRACIA CUEVAS PROF. - BATEY # 8,18.336424263153674,-71.255366206169128,1,252,102,,,
c3111a9e-d323-4bbc-8dbe-e95abe42c2e0,6012215,ALTAGRACIA GRULLON,07-SAN FRANCISCO DE MACORIS,0706-SAN FRANCISCO DE MACORIS NOR-O,DUARTE,SAN FRANCISCO DE MACOR�S,SAN FRANCISCO DE MACOR�S,COL�N,HATILLO,HATILLO  ALTAGRACIA GRULLON,19.302805043725954,-70.306768119335175,1,37,25,,,
9e0b8742-6451-4fcd-8860-125bf66edde0,4021710,ALTAGRACIA HENRIQUEZ PERDOMO,18-BAHORUCO,1802-TAMAYO,BARAHONA,VICENTE NOBLE,VICENTE NOBLE,VICENTE NOBLE (ZONA URBANA),CENTRO DEL PUEBLO,C/ 1RA.  ALTAGRACIA HENRIQUEZ PERDOMO,18.384832626450116,-71.174280345439911,3,643,1601,300,,
ef7ecb2d-c3d8-4547-a538-baf778099c1d,24020135,ALTAGRACIA LEONOR PEGUERO - ANGELINA,16-COTUI,1602-FANTINO,SANCHEZ RAMIREZ,LA MATA,ANGELINA (D. M.),ANGELINA (ZONA URBANA),LA CRUZ DE ANGELINA,ANGELINA ALTAGRACIA LEONOR PEGUERO - ANGELINA,19.133605798098937,-70.208100378513336,2,,,68,537,
91ec7db2-cf30-4165-8729-73572a366813,20006313,ALTAGRACIA MEDINA DE BRITO PROF- COLONIA RANCHO ES,14-NAGUA,1404-SAMANA,SAMANA,SAMAN�,SAMAN�,JUANA VICENTA,COLONIA RANCHO ESPA�OL,COLONIA  ALTAGRACIA MEDINA DE BRITO PROF- COLONIA RANCHO ES,19.249417000000001,-69.451054999999997,1,151,101,,,
28da128a-1a87-4294-b2c7-cc77bb7dc9b3,25032113,ALTAGRACIA MERCEDES VERAS ROSARIO - SABANA GRANDE,08-SANTIAGO,0806-SANTIAGO NORESTE,SANTIAGO,TAMBORIL,TAMBORIL,PONTEZUELA,PONTEZUELA ARRIBA,PONTEZUE ALTAGRACIA MERCEDES VERAS ROSARIO - SABANA GRANDE,19.479898668914771,-70.639750957489014,1,15,9,,,
744ff94f-00e0-4a6c-9e3d-621915b8b27a,29028619,ALTAGRACIA SEPULVEDA - LA  ENSENADA,17-MONTE PLATA,1705-ESPERALVILLO,MONTE PLATA,PERALVILLO,PERALVILLO,CUABA,LA ENSENADA,ENSENADA ALTAGRACIA SEPULVEDA - LA  ENSENADA,18.817016191767188,-70.086132287979126,1,20,23,,,
7ea49a0e-4ed8-4f82-8d69-83f7cb93bf57,29035614,ALTAGRACIA SEPULVEDA - MORONES ADENTRO,17-MONTE PLATA,1705-ESPERALVILLO,MONTE PLATA,PERALVILLO,PERALVILLO,CENTRO PENZO,LOS MORONES,LOS MORO ALTAGRACIA SEPULVEDA - MORONES ADENTRO,18.84769290757141,-70.008522570133209,1,16,13,,,
84b9f2bd-dcfc-4753-9789-40f3e03562b2,6040911,ALTO DE BULULO,07-SAN FRANCISCO DE MACORIS,0704-VILLA RIVA,DUARTE,VILLA RIVA,VILLA RIVA,CHIRINGO,ALTO DE BULULO (EL CAIMITO),ALTO DE  ALTO DE BULULO,19.198426000000001,-69.9191,1,15,6,,,
a667f2bc-d890-41a8-b9c7-b83c48011dbf,18019017,ALTO DE LA JAGUA,11-PUERTO PLATA,1105-ALTAMIRA,PUERTO PLATA,ALTAMIRA,R�O GRANDE (D. M.),RANCHO ARRIBA,ALTO DE LA JAGUA,ALTO DE  ALTO DE LA JAGUA,19.641251208053056,-70.732558071613312,1,26,,,,
bfa58e71-5ade-45f9-a1f3-1fcb44b58759,30013011,ALTO DE LAS PIEDRAS,05-SAN PEDRO DE MACORIS,0509-EL VALLE,HATO MAYOR,EL VALLE,EL VALLE,RINC�N FOG�N,ALTO DE LA PIEDRA,ALTO DE  ALTO DE LAS PIEDRAS,18.976322,-69.411282999999997,1,,8,,,
81eb6835-132e-4c7d-a4ed-955734c38c15,6017710,ALTO DEL CABALLO,07-SAN FRANCISCO DE MACORIS,0706-SAN FRANCISCO DE MACORIS NOR-O,DUARTE,SAN FRANCISCO DE MACOR�S,JAYA (D. M.),LOS BACILIOS,ALTO DEL CABALLO,ALTO DEL ALTO DEL CABALLO,19.404220519009691,-70.247901678085327,1,7,,,,
cd6d89e5-8c67-43f2-8b3e-1a1c4dfb809b,6037816,ALTO DEL CAIMITO,07-SAN FRANCISCO DE MACORIS,0703-CASTILLO,DUARTE,PIMENTEL,PIMENTEL,SAN FELIPE ARRIBA,ALTO DE CAIMITO,ALTO DEL ALTO DEL CAIMITO,19.277114095915131,-70.107203722000122,1,,5,,,
d9f6d449-09e8-4860-9f20-44535eb53f19,13026310,ALTO DEL JOBO,06-LA VEGA,0604-LA VEGA OESTE,LA VEGA,LA VEGA,LA VEGA,TAVERAS ABAJO,EL ALTO DEL JOBO,ALTO DEL ALTO DEL JOBO,19.291686634121685,-70.617139935493469,1,8,12,,,
12acb134-bbd4-4625-b080-7a8ed762c454,28017714,ALTO DEL NARANJO,16-COTUI,1605-PIEDRA BLANCA,MONSE�OR NOUEL,PIEDRA BLANCA,PIEDRA BLANCA,RINC�N DE YUBOA,LA ENSENADA ABAJO -  ALTO DEL NARANJO,ALTO DEL ALTO DEL NARANJO,18.770571598483315,-70.387599170207977,1,20,,,,
cf801f7e-bf3f-46a3-baa0-be9a56c5c465,25073624,ALTO DE LOS MATES,08-SANTIAGO,0807-VILLA BISONO (NAVARRETE),SANTIAGO,VILLA GONZ�LEZ,VILLA GONZ�LEZ,VILLA GONZ�LEZ (ZONA URBANA),ARRENQUILLO,,19.600600367751223,-70.7688108086586,1,11,,,,
38f35e21-d04f-4972-8558-327e248a83ca,9026517,ALTO DE LOS POZOS,06-LA VEGA,0606-MOCA,ESPAILLAT,MOCA,SAN V�CTOR (D. M.),PUERTO GRANDE,ALTO DE LOS POZOS,ALTO DE  ALTO DE LOS POZOS,19.497795644781856,-70.521822273731232,1,83,58,,,
275b9633-f016-4c6e-8431-7facc62d6578,9021116,ALTO GRANDE,06-LA VEGA,0607-GASPAR HERNANDEZ,ESPAILLAT,GASPAR HERN�NDEZ,VERAGUA (D. M.),CA�O DULCE,ALTO GRANDE,ALTO GRA ALTO GRANDE,19.621078661031476,-70.343527793884277,1,16,,,,
35f30384-5358-4e09-8f80-11a7e742222c,9028911,ALTO GUARANAL,06-LA VEGA,0607-GASPAR HERNANDEZ,ESPAILLAT,GASPAR HERN�NDEZ,JOBA ARRIBA (D. M.),EL HIG�ERO,EL GUARANAL,GUARANAL ALTO GUARANAL,19.53673583852974,-70.288295745849609,1,13,3,,,
690c5629-1743-4286-a3ab-3b8831e09438,8006611,ALTOS DE JOBO DULCE,12-HIGUEY,1203-EL SEIBO,EL SEIBO,EL SEIBO,EL SEIBO,EL CUEY,ALTO DEL JOBO DULCE,ALTOS DE ALTOS DE JOBO DULCE,18.760684821761132,-68.966913521289825,1,18,20,,,
280c3532-b42c-40fb-808d-8e3d941a227e,6022117,ALTOS DE LOS NARANJOS,07-SAN FRANCISCO DE MACORIS,0706-SAN FRANCISCO DE MACORIS NOR-O,DUARTE,SAN FRANCISCO DE MACOR�S,SAN FRANCISCO DE MACOR�S,LA MALENA,ALTOS DE LOS NARANJOS,ALTOS DE ALTOS DE LOS NARANJOS,19.404812503928046,-70.29876172542572,1,27,13,,,
41221d1f-01c3-4047-8b4b-87a57d77883f,18028310,ALTOS DE MARMOLEJOS,11-PUERTO PLATA,1106-EL MAMEY,PUERTO PLATA,LOS HIDALGOS,LOS HIDALGOS,MARMOLEJOS,LOS ALTOS DE MARMOLEJOS,ALTOS DE ALTOS DE MARMOLEJOS,19.728470470185535,-70.997335016727448,1,13,15,,,
aaa4b5ed-310e-453d-b156-c7a3743378a3,8011216,ALTOS DE PEGUERO,12-HIGUEY,1203-EL SEIBO,EL SEIBO,EL SEIBO,SANTA LUC�A (D. M.),SANTA LUC�A,BATEY VICTORIA,ALTOS DE ALTOS DE PEGUERO,18.75053078080451,-68.978852033615112,1,148,154,,,
bcb161c8-7876-432d-bb17-978159706d62,4007416,ALVARO OLIVERO FELIZ,01-BARAHONA,0104-CABRAL,BARAHONA,CABRAL,CABRAL,CABRAL (ZONA URBANA),EL LLANO,GASTON F ALVARO OLIVERO FELIZ,18.250810946953791,-71.221720576286316,1,200,211,,,
0cea1b54-dc9d-4170-8d7d-1a8c265beb5e,25066319,AMACEYES ARRIBA,08-SANTIAGO,0806-SANTIAGO NORESTE,SANTIAGO,TAMBORIL,CANCA LA PIEDRA (D. M.),LOS AMACEYES ARRIBA,AMACEYES ARRIBA (GUATEMALA),AMACEYES AMACEYES ARRIBA,19.511359920387552,-70.548523664474487,2,163,96,,,
cfb58df1-a569-4be7-a84c-0ca3220d4156,11022310,AMADO MELO,12-HIGUEY,1201-HIGUEY,LA ALTAGRACIA,HIG�EY,HIG�EY,BEJUCAL,ENEA,LA ENEA  AMADO MELO,18.656446102617227,-68.853305876255035,1,45,22,,,
00589d81-7c78-4060-9bc2-741c304115e9,17010118,AMANCIA OBJIO ANDUJAR,03-AZUA,0304-BANI,PERAVIA,BAN�,BAN�,R�O ARRIBA,R�O ARRIBA,RIO ARRI AMANCIA OBJIO ANDUJAR,18.303037605604906,-70.313393175601959,2,417,590,,,
08c6585f-dac9-43c3-a168-e04920aecb78,1101211,AMAPOLA,10-SANTO DOMINGO,1003-SANTO DOMINGO NORESTE,SANTO DOMINGO,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE,SANTO DOMINGO ESTE (ZONA URBANA),CANCINO,LOS TRIN AMAPOLA,18.519884512510799,-69.857087731361403,1,,226,,,
f16faa62-fc92-4395-b824-526fa5fd08a4,5013118,AMARANTE GOMEZ -VACA GORDA,13-MONTE CRISTI,1304-DAJABON,DAJABON,PARTIDO,PARTIDO,VACA GORDA,VACA GORDA,VACA GOR VACA GORDA,19.449473995557302,-71.519184731143895,1,83,110,,,
8e2c3e43-897c-4ffc-a626-6bf4a98a89c8,2024813,AMAURY GERMAN ARISTY- BASTIDAS,03-AZUA,0302-PADRE DE LAS CASAS,AZUA,LAS YAYAS DE VIAJAMA,VILLARPANDO (D.M.),BASTIDAS,BASTIDAS,BASTIDAS AMAURY GERMAN ARISTY- BASTIDAS,18.637886201204928,-71.020793616771698,1,134,164,,,
cbe81d1b-24a6-4962-838f-85d745b7e317,29007216,AMAURY GERM�N ARISTY - SABANA DEL ESTADO,17-MONTE PLATA,1703-BAYAGUANA,MONTE PLATA,BAYAGUANA,BAYAGUANA,ANT�N S�NCHEZ,SABANA DEL ESTADO,SABANA D AMAURY GERM�N ARISTY - SABANA DEL ESTADO,18.865407401744896,-69.683680236339569,1,16,12,,,
ce59daef-f75b-4e84-a510-fd44b45f1b12,28015110,AMBROSINA RAMIREZ DE ABAD,16-COTUI,1605-PIEDRA BLANCA,MONSE�OR NOUEL,PIEDRA BLANCA,PIEDRA BLANCA,PIEDRA BLANCA (ZONA URBANA),PIEDRA BLANCA (CENTRO DEL PUEBLO),RAMON MA AMBROSINA RAMIREZ DE ABAD,18.840516723430166,-70.310767292976379,2,343,388,129,,
166e3429-eef2-4df6-883f-09e147638094,23021829,AMELIA,05-SAN PEDRO DE MACORIS,0507-SAN JOSE DE LOS LLANOS,SAN PEDRO DE MACORIS,LOS LLANOS,LOS LLANOS,EL GUAYABAL,BATEY CONTADOR,,18.594391999999999,-69.592938000000004,1,17,,,,
4551d07d-e2a4-4130-866c-ae2357cd6247,2056710,AMELIA DELGADO PINALES - FUNDO VIEJO,03-AZUA,0302-PADRE DE LAS CASAS,AZUA,PADRE LAS CASAS,LAS LAGUNAS (D.M.),LAS CA�ITAS,LAS CA�ITAS,FUNDO VI AMELIA DELGADO PINALES - FUNDO VIEJO,18.865417554235666,-70.886422991752625,1,12,21,,,
8c2e071c-4f19-4fca-bf84-1bad77cdd27c,17004310,AMERICA ANA BUCARELYS,03-AZUA,0304-BANI,PERAVIA,BAN�,BAN�,BAN� (ZONA URBANA),VILLA MAJECA,CANELA M AMERICA ANA BUCARELYS,18.282526776702785,-70.32798707485199,1,151,149,,,
b03b3e4c-50af-4a5f-8d38-fdb44c571b36,21005118,AMERICO LUGO,04-SAN CRISTOBAL,0403-SAN CRISTOBAL SUR,SAN CRISTOBAL,SABANA GRANDE DE PALENQUE,SABANA GRANDE DE PALENQUE,SABANA CRANDE DE PALENQUE (ZONA URBANA),CENTRO DEL PUEBLO,18 DE AG AMERICO LUGO,18.407517461822,-70.110644996166229,1,297,302,,,
213eb799-24cd-4057-ad9b-40e85243d505,29014324,AMERICO LUGO - BATEY CARMONA,17-MONTE PLATA,1704-SABANA GRANDE DE BOYA,MONTE PLATA,SABANA GRANDE DE BOY�,GONZALO (D. M.),BATEY SABANA LARGA,BATEY CARMONA,BATEY CA AMERICO LUGO - BATEY CARMONA,18.942918955130409,-69.746178388595581,1,60,88,,,
1b77aad5-4ba5-48be-a933-dba2a29bcffe,3015216,AMERICO LUGO HERRERAS - SANTA MARIA,18-BAHORUCO,1802-TAMAYO,BAORUCO,TAMAYO,MONSERRATE (MONTSERRAT) (D. M.),MONSERRATE (MONTSERRAT) (ZONA URBANA),MONTSERRAT,SANTA MA AMERICO LUGO HERRERAS - SANTA MARIA,18.392058603899343,-71.223040223121643,1,72,124,,,
ce3a79ea-c082-439d-bd08-ffca9f831786,9021418,AMERICO URBINO,06-LA VEGA,0607-GASPAR HERNANDEZ,ESPAILLAT,GASPAR HERN�NDEZ,VERAGUA (D. M.),RINC�N DE VERAGUA,VERAGUA ARRIBA,VERAGUA  AMERICO URBINO,19.657844606861737,-70.368839800357819,1,,18,,445,
779af70b-c6b8-4d89-8f27-0b8ff76991fb,2030517,AMIAMA GOMEZ,03-AZUA,0301-AZUA,AZUA,T�BARA ARRIBA,AMIAMA G�MEZ (D.M.),AMIAMA G�MEZ,LUPER�N,PRINCIPA AMIAMA GOMEZ,18.587970522693734,-70.897347629070282,2,241,274,13,,
8bc92574-ccd5-46cf-958f-e89376b35329,27006215,AMINA,09-MAO,0901-MAO,VALVERDE,MAO,AMINA (D. M.),AMINA (ZONA URBANA),AMINA,C/ AMINA AMINA,19.547855190280739,-71.00151926279068,1,108,129,,,
70ad82fd-8361-4c90-9620-ebed75d3c56a,5005414,AMINILLA,13-MONTE CRISTI,1304-DAJABON,DAJABON,PARTIDO,PARTIDO,LA GORRA,AMINILLA,AMINILLA AMINILLA,19.519471118664892,-71.462223185180676,1,33,59,,,
1655cee4-b03d-4314-8899-310fb00192c8,18028810,AMINTA REYES,11-PUERTO PLATA,1106-EL MAMEY,PUERTO PLATA,LOS HIDALGOS,NAVAS (D. M.),NAVAS (ZONA URBANA),NAVAS,CARRET.  AMINTA REYES,19.742058210786912,-70.972980558872223,3,100,65,265,,
487072ac-a664-43b3-a85a-830b47bedb58,19017911,AMINTA VALERIO - ERMITA SANTA ANA,07-SAN FRANCISCO DE MACORIS,0707-VILLA TAPIA,HERMANAS MIRABAL,VILLA TAPIA,VILLA TAPIA,SANTA ANA,LA ERMITA DE SANTA ANA,ERMITA D ERMITA SANTA ANA,19.272777021734992,-70.373265445232391,1,147,132,,,
fe2b9bf1-b803-4d3e-9ba7-a772be6f16b9,1157026,AMOR DE DIOS,10-SANTO DOMINGO,1001-VILLA MELLA,SANTO DOMINGO,SANTO DOMINGO NORTE,SANTO DOMINGO NORTE,LA JAGUA,AMOR A DIOS,AMOR DE  AMOR DE DIOS,18.613132275162194,-69.994626045227051,1,136,87,,,
670d395c-a691-4097-bf33-2aacb4a16c0f,1216118,AMOR DE DIOS,15-SANTO DOMINGO,1505-HERRERA,SANTO DOMINGO,SANTO DOMINGO OESTE,SANTO DOMINGO OESTE,SANTO DOMINGO OESTE (ZONA URBANA),ENGOMBE,EL PALMA JARDIN INFANTIL AMOR DE DIOS,18.451526999999999,-69.990352999999999,1,475,412,,,
d4d703d4-590b-483f-baec-cb5b3de700ea,24028310,AMOR Y PAZ,16-COTUI,1601-COTUI,SANCHEZ RAMIREZ,LA MATA,LA MATA,LA MATA (ZONA URBANA),PAZ Y AMOR,BARRIO L AMOR Y PAZ,19.106208071404279,-70.169111788272858,1,162,100,,,
1129d65a-374c-434a-8240-72857803f8d9,24028716,AMOR Y PROGRESO,16-COTUI,1601-COTUI,SANCHEZ RAMIREZ,COTU�,COTU�,COTU� (ZONA URBANA),LA CRUZ,BARRIO S AMOR Y PROGRESO,19.022042776482905,-70.009767115116119,1,146,158,,,
b864ca3a-9daa-4b73-80f3-a5ae290fde2d,1164712,AMPARO GARCIA MOLINA - LOS ALCARRIZOS AFUERA,15-SANTO DOMINGO,1501-LOS ALCARRIZOS,SANTO DOMINGO,LOS ALCARRIZOS,LOS ALCARRIZOS,LOS ALCARRIZOS (ZONA URBANA),PUEBLO NUEVO,AVE. SAN AMPARO GARCIA MOLINA - LOS ALCARRIZOS AFUERA,18.522104804880993,-70.012012124061584,2,228,234,452,,
cc7df5c4-de82-4211-a5e2-78b66af7bc35,6010819,ANA ANTONIA CRUZ,07-SAN FRANCISCO DE MACORIS,0706-SAN FRANCISCO DE MACORIS NOR-O,DUARTE,SAN FRANCISCO DE MACOR�S,SAN FRANCISCO DE MACOR�S,SAN FRANCISCO DE MACOR�S (ZONA URBANA),HERMANAS MIRABAL,MIRABEL  ANA ANTONIA CRUZ,19.273536587677199,-70.291200578212695,2,77,104,511,,
cc910365-c60c-4f14-bfa9-90a273e58cda,25039118,ANA ANTONIA GRULLON,08-SANTIAGO,0803-SANTIAGO SUR-ESTE,SANTIAGO,PU�AL,GUAYABAL (D. M.),GUAYABAL,GUAYABAL ARRIBA,GUAYABAL ANA ANTONIA GRULLON,19.379079411130419,-70.634965896606445,2,569,466,,,
48f987c7-478e-4e0b-a7dc-88617537bfdb,1220915,ANACAONA,10-SANTO DOMINGO,1005-BOCA CHICA,SANTO DOMINGO,BOCA CHICA,LA CALETA (D. M.),LA CALETA (ZONA URBANA),LA CALETA,DUARTE E ANACAONA,18.471325901136716,-69.681073129177094,2,678,734,279,,
26113ef1-7a0f-4fd6-b1ef-a8c103cb62bc,3018419,ANACAONA,18-BAHORUCO,1803-VILLA JARAGUA,BAORUCO,VILLA JARAGUA,VILLA JARAGUA,VILLA JARAGUA (ZONA URBANA),MECER�N,REMEDIO  ANACAONA,18.49238661428685,-71.490231156349182,2,287,377,142,,
5906fc30-a29b-41e3-aef2-cbce5a3e610f,18009615,ANACAONA,11-PUERTO PLATA,1102-PUERTO PLATA,PUERTO PLATA,PUERTO PLATA,MAIM�N (D. M.),MAIM�N (ZONA URBANA),MAIM�N,MAIMON   ANACAONA,19.806050447626983,-70.779799818992615,2,481,392,,,
0d4cd4c6-c8c3-4f8e-b2e6-33868e4933b5,22035718,ANACAONA,02-SAN JUAN DE LA MAGUANA,0205-SAN JUAN ESTE,SAN JUAN,VALLEJUELO,VALLEJUELO,VALLEJUELO (ZONA URBANA),LAS CLAVELLINAS,DUARTE # ANACAONA,18.650418105710099,-71.334759593009906,4,760,439,146,,128
3f531321-1945-4238-924a-5b40ae245482,3013914,ANACAONA -CABEZA DE TORO,18-BAHORUCO,1802-TAMAYO,BAORUCO,TAMAYO,CABEZA DE TORO (D. M.),EL GRANADO,LA GRAN�,CABEZA D ANACAONA -CABEZA DE TORO,18.596553086078057,-71.234013140201569,2,211,141,,,
18071c66-f96e-44be-8921-00a330245664,1181511,ANACAONA - HOJAS ANCHAS,15-SANTO DOMINGO,1501-LOS ALCARRIZOS,SANTO DOMINGO,PEDRO BRAND,LA CUABA (D. M.),LA ESTANCIA,HOJAS ANCHAS,KILOMETR ANACAONA - HOJAS ANCHAS,18.61264931028062,-70.097864270210266,1,20,,,,
677ff6a7-01ed-4548-b81a-713815be5e60,29013910,ANACAONA - LAS TARANAS,17-MONTE PLATA,1704-SABANA GRANDE DE BOYA,MONTE PLATA,SABANA GRANDE DE BOY�,GONZALO (D. M.),BATEY LA TARANA,BATEY LA TARANA,BATEY LA ANACAONA - LAS TARANAS,18.963649599568697,-69.765613675117493,1,81,43,,,
c0c9e41c-bb43-4e4a-bb17-ad2f89ca6ae7,25010520,ANACAONA ALMONTE,08-SANTIAGO,0804-SANTIAGO NOROESTE,SANTIAGO,SANTIAGO,SANTIAGO,SANTIAGO DE LOS CABALLEROS (ZONA URBANA),ENSANCHE BERM�DEZ,AVE. 27  ANACAONA ALMONTE,19.474368361273907,-70.714469254016876,4,463,459,495,,449
82cf673b-f74c-4c1a-94d2-d723f9419a2d,19018911,ANA CAPELLAN,07-SAN FRANCISCO DE MACORIS,0702-SALCEDO,HERMANAS MIRABAL,SALCEDO,SALCEDO,PALMARITO,ALTO DE PIEDRA,ALTO DE  ANA CAPELLAN,19.370977363724936,-70.429031252861023,1,61,45,,,
